uid,name,url,movie_name,rating,comment
yangcht,dᴉɥsɹoɔuǝɔᴉʇuɐ,https://www.douban.com/people/yangcht/,要强的人,推荐,有空一定要去一趟南部
june.q,豆瓣路人己,https://www.douban.com/people/june.q/,要强的人,还行,如法炮制的同志糖水片
COCOCOQUEEN,M & R,https://www.douban.com/people/COCOCOQUEEN/,要强的人,还行,ʕ•̫͡•ʕ*̫͡*ʕ•͓͡•ʔ-̫͡-ʕ•̫͡•ʔ*̫͡*ʔ-̫͡-ʔ
49213881,华盛顿樱桃树,https://www.douban.com/people/49213881/,要强的人,推荐,好甜啊好甜啊，好久没有看到这么甜的gay爱情了。且不是无脑的甜，充分在事实依据下的美好与心碎。
148792462,贾,https://www.douban.com/people/148792462/,要强的人,较差,导演已经充分掌握了如何拍一部偷懒的无比顺拐的同志电影还不会被人嫌弃的技巧了。
xiubei,L.L,https://www.douban.com/people/xiubei/,要强的人,推荐,世界上再也没有像这儿的地方了……
Jasper-H,瓦尔登山去,https://www.douban.com/people/Jasper-H/,要强的人,很差,艹 现在这些基佬片是不是都套路化成一种模式了。无来由的爱和纠缠，无关紧要的对话、场景、人物。太几把无聊了
xmns,月山行,https://www.douban.com/people/xmns/,要强的人,力荐,这样的感情看似简单，但放在生活中很真实。
59458875,打裘-,https://www.douban.com/people/59458875/,要强的人,推荐,感谢水包酱，少了些许新意
52470011,zts,https://www.douban.com/people/52470011/,要强的人,推荐,第一次看智利电影和银幕上的智利自然风光，剧情和《上帝之国》蛮像，一个要走，一个要留，爱情如潮涨潮落，短暂假日时光里的那些小美好，化作往后余生的一段念想和追忆
1609757,yihan1010,https://www.douban.com/people/1609757/,要强的人,推荐,构图十分考究，不管是对海滨小镇氤氲风光的描绘，还是对人物肢体的展示，以及对细节事件的捕捉，让这个发生在普通人身上的普通邂逅故事散发出迷人的诗意和文艺腔调，两位主角亲昵的化学反应让人有种观纪录片似的信服感，结尾的一连串事件很克制也很秒，烟花虽然短暂，但至少它曾经绽放过绚烂的美丽。（73）
71057399,博仔,https://www.douban.com/people/71057399/,要强的人,力荐,又一个“周末时光”的故事，过程有多甜蜜，结局就有多失落。
randidianying,冉笛,https://www.douban.com/people/randidianying/,要强的人,推荐,山水空蒙、氤氲混沌间孕育的热恋。两个男主之间的凝视有欲望有感情。有些感觉唤起了陈俊彦《你好，再见》的记忆。此地一为别，孤蓬万里征。但情感格局及深度较之前者略逊色。3.5星 （PS：再推荐一次12年前的经典之作《你好，再见》）
134002125,乍暖,https://www.douban.com/people/134002125/,要强的人,还行,6.5/10。颜值不错。共舞一段想到《春光乍泄》。近期看过最好的床戏。体量确实是短片加长，加了大段接吻与呢喃。
56922790,哼哼.floweray,https://www.douban.com/people/56922790/,要强的人,推荐,深深地怀疑爱情的目的，是让我们觉得生而为人的怀疑
evich,硬搞,https://www.douban.com/people/evich/,要强的人,还行,不知道的还以为男主在那头有皇位要继承呢！说穿了还是不够爱，只是荷尔蒙作祟罢了。
130839921,班夫,https://www.douban.com/people/130839921/,要强的人,推荐,恋人的经历总是如出一辙，又是一出“周末时光”
Makoto614,梦之安魂曲,https://www.douban.com/people/Makoto614/,要强的人,还行,中规中矩，并不出色。风景也并没有觉得很美。
66266973,三皮虎,https://www.douban.com/people/66266973/,要强的人,还行,以为影像上会将南美的炎热与潮湿展现在两个男主身上 没想到是这么无聊且无趣 同性恋剧本真的都一个样吗现在？？
zelltry,五色石南叶,https://www.douban.com/people/zelltry/,要强的人,力荐,4.5/5 爱上了智利的海岸线，带着咸味的雨打在阁楼的窗玻璃上。风景是我喜欢这部电影的主要原因。两位男主演的真是投入啊，感觉真的是产生了化学反应，好拼。虽然是露水情缘，但是细节都描写的不错，尺度也OK。剧情方面就是一些吉光片羽了。片尾曲好评。
52944642,少年面条,https://www.douban.com/people/52944642/,要强的人,还行,美丽的智利海岸线。
135277084,小姚不在家,https://www.douban.com/people/135277084/,要强的人,力荐,我想要甜甜的恋爱
fakeyouout,Aäton,https://www.douban.com/people/fakeyouout/,要强的人,还行,他的泪光里映着烟花
53379708,臭蒜头,https://www.douban.com/people/53379708/,要强的人,力荐,难得有一部近年我很喜欢的电影，特别喜欢这部片的调色，很舒服优美，看了想去智利养老
Q9,直,https://www.douban.com/people/Q9/,要强的人,还行,还可以
173468665,锤哥,https://www.douban.com/people/173468665/,要强的人,力荐,"影片立意有些类似《爱乐之城》
取景美极了，冬日的智利，冷淡的美艳。
整体风格非常喜欢，冷淡的艺术层面下包裹着炙热的爱与欲望。以及影片里不断穿梭的树丛，又一次带我回到了拉丁美洲的瑰丽魔幻现实世界。"
77550974,烟雨蔷薇,https://www.douban.com/people/77550974/,要强的人,推荐,风景是真美，但其它就一般了。
lixia0fangfang,杨方方🌈,https://www.douban.com/people/lixia0fangfang/,要强的人,力荐,"生活里更期待天长地久，电影里更喜欢注定分手。不问来路，不想出路，每一秒都像永远在一起，哪管下一秒就是别离。我穿上你的衬衫，却无法带你上路。"
174159365,这可如何是好啊,https://www.douban.com/people/174159365/,要强的人,还行,两人的互动挺甜蜜的，两星半
66409658,荒原困兔,https://www.douban.com/people/66409658/,要强的人,还行,景美
eiji218837,你们结婚吧,https://www.douban.com/people/eiji218837/,要强的人,还行,整个影片隔着屏幕都能感到湿漉漉的空气，南美是真的挺漂亮，而且又是智利这种狭长的国家，两个人很甜很甜，也挺有火花的。
167415300,两千年冬,https://www.douban.com/people/167415300/,要强的人,力荐,"只是爱，只是相遇，我们爱，然后我们分离。
他穿走了他的衣衫，他继续留在岛上等他订的船。他会遇见新的爱，遇见下一个男孩。或许，他会在某个临海城市想起他，想起有个凌晨，他傻傻地穿着衣服想要离开时，他丢了一个枕头过来，无奈又好笑的让他回来，想起他霸道又用力地圈着他入睡，而他挣扎了几下后，因心尖处的酥痒而露出的微笑和小窃喜……他不会忘记的吧，他会想起他生命中的那个渔夫吧，或许，还会顺便想想他的船……我们都知道那个结局的，他不会回来了，再也不会回到这个上帝之岛……
可是，这就是爱之常态
PS，卢卡斯这样的男孩子，谁会不喜欢呢
音乐很美
"
52264627,小亚基,https://www.douban.com/people/52264627/,要强的人,推荐,不赖，这中文名翻译的也太妙了。算不上be吧，年轻人出去上个学而已，有勇气买船自然就会有后续的更多勇气，何况两边家长还交好，见见世面就会明白看对眼可比搬个家难多了。中国人其实理应更容易跟拉美片共情才对，南美小伙总想往北美跑，就跟小镇青年总想往北上广跑是一回事，更何况本片还有凤凰男姐夫和扶弟魔姐姐这种接地气支线，这剧情不比高知父母携手把自己家儿子交给渣男拱要现实多了。导演快说，这蓝色被子是不是跟《周末时光》买的同款！
4345264,艾小炮,https://www.douban.com/people/4345264/,要强的人,推荐,海边小镇，阴雨绵绵，烟雾黯然，这时木屋和铁炉配上个一眼万年的爱情，和容易被甜到，虽然没有终成眷属，但也是各自翻开了新的篇章，未来还很长，一切皆有可能，当然也不是非得有这个可能，就这样作为彼此的一段人生注脚也未尝不可。刚开始的眼神探寻，目光留驻以及爆发的热烈的拥吻简直是百看不腻的情节。
35858539,Scott,https://www.douban.com/people/35858539/,要强的人,较差,不是《上帝之国》，就更不是《周末时光》了。这片真的深刻诠释了，什么叫“戏不够，摄影来凑”，而且可以看出导演完全不懂电影语言。拉丁裔的颜值，真的是能进入人春梦的配置，尤其是这种头发卷卷，还蓄着络腮胡子的。很遗憾，再好看的颜都拯救不了这贫瘠的故事，还有压根撑不起来的人物
its_movie,低俗影迷,https://www.douban.com/people/its_movie/,要强的人,还行,有些构图挺不错的。似乎有些审美疲劳了，越来越多的同性题材，但是少有打动人的。
141078312,Xanax,https://www.douban.com/people/141078312/,要强的人,较差,空洞乏味 不知所云 演的导的编的都差到我怀疑是洗钱电影 颜值我也Get不到 豆瓣快八分了 吓skr人 大家都啥奇幻标准？我看到还有人说像《冷山》，像你妹啊！
Llecter,韬,https://www.douban.com/people/Llecter/,要强的人,推荐,电影画面真的很美，故事很简单，但是感情戏很细腻动人。那两次迫不及待的亲吻印象深刻。
fernandosong,骚客,https://www.douban.com/people/fernandosong/,要强的人,推荐,"爱了爱了。Valdivia,  常年有300天以上的雨水天气。蒸腾的，氤氲的空气，一段相遇，无法长久，但足够爱。没有太多的深度，但是还是从头甜到尾，不是甜腻的甜，而是回甘。"
ponghoi,Hungerkunstler,https://www.douban.com/people/ponghoi/,要强的人,还行,把我的悲伤留给自己~~你的美丽你带走~~
75391386,后自愈,https://www.douban.com/people/75391386/,要强的人,还行,touch不到甜的东西了已经
apple_wild,果子,https://www.douban.com/people/apple_wild/,要强的人,推荐,甜的地方真甜，两个男主也好看。三星半。
55613349,松野空松,https://www.douban.com/people/55613349/,要强的人,还行,6.7 还是喜欢文火的煮法，20分钟出头直接打啵，连个试探，揣测都没，学学《周末时光》如何营造情绪，从开头到分离
bearblindman,不然呢。,https://www.douban.com/people/bearblindman/,要强的人,还行,只要此刻烟花升空时 你我眼里凝望的缱绻 已足够
135537595,shame,https://www.douban.com/people/135537595/,要强的人,推荐,欧洲小镇，蓝色海岸，波涛涌过，一片海鸥鸣叫。浪漫岛屿上上演的爱情故事，终究以错过结尾，大概这就是旅途的快乐与不幸。尤为喜欢二人跳舞一段，清晨阳光散落房间，播放最爱的歌曲，煮着咖啡，赤裸双脚在木地板上相拥亲吻。
hideer,小完美小姐,https://www.douban.com/people/hideer/,要强的人,推荐,很喜欢，果然是智利版周末时光。
173945894,Fengeral,https://www.douban.com/people/173945894/,要强的人,推荐,缭绕大雾、氤氲水汽、蔚蓝深海、荡漾碧波、无边原野、浩渺天空、密林小屋，同性雷达间微妙试探，谈笑举止间情欲流转，轻吻做爱时如洪水倾泻，再见离别时又黯然神伤，一切如此心旷神怡又赏心悦目，好似清风拂面。果然营造氛围还得看南美导演。
174770613,Spy Liu🌈,https://www.douban.com/people/174770613/,要强的人,推荐,开放式结局一律按悲剧处理（狗头）
178789239,二食贰,https://www.douban.com/people/178789239/,要强的人,较差,宛如世人眼光下的正常亲密关系，宁静、美好、日常，如生活、如夫妻。可是，这是电影，还是觉得少了戏剧性
11376926,北京病人,https://www.douban.com/people/11376926/,要强的人,推荐,336。南美會拍也敢拍。文藝浪漫，配合美到不行的自然風光和攝影構圖。能看到許多高分同影的影子，上帝之國，週末時光，CMBYN，廚房跳舞和餐館色調彷彿春光乍洩。南美真的太漂亮了，好希望疫情結束後可以去走一圈。
4490346,🍑,https://www.douban.com/people/4490346/,要强的人,推荐,他穿走了他的汗衫。
175815171,。,https://www.douban.com/people/175815171/,要强的人,推荐,"继阿根廷去年拍了the blond one,今年智利又出了 the strong one(总觉得英语翻译乖乖的)，明年要不要巴西来个the sexy one.景色太美了，不知道为什么想起了暮光之城……这要是异性恋电影我可能只会给三星。感觉现在很多的同志电影就是把之前异性恋的电影再拍一遍。"
58371683,Meow_Tuttie,https://www.douban.com/people/58371683/,要强的人,推荐,乡间小屋啪啪啪，世界尽头我和他。
61553254,Enkakakaka,https://www.douban.com/people/61553254/,要强的人,推荐,越看到后面，挺有滋味的。恋情的苦涩，关于未来的离开和留存，亲情的包容与拒绝，一部风景如画一般人生活气浓郁，生活实在的片。
DanielHotfun,Half of Daniel,https://www.douban.com/people/DanielHotfun/,要强的人,推荐,我他妈的，我他妈的，我他妈的……我真的伤了
98224759,Gary,https://www.douban.com/people/98224759/,要强的人,推荐,相当出色的同志电影，很难不让人联想到《上帝之国》，都带着世外桃源般的美感。抛去猎奇的眼光，认真讲了一段令人感动的爱情故事。每一次的亲密，只有彼此的眼神，细节处理得太动人了。两位主演的颜值太可以了，尺度应该再大些就更好了。推荐！
68947670,路人甲先生,https://www.douban.com/people/68947670/,要强的人,推荐,氤氲的峡湾濡湿爱人的眼眶，多渴慕离开又多眷恋留下。林中小屋缱绻难舍的是每一个亲吻、每一个拥抱，烟花点缀的夜幕下收敛亲热却难以掩饰的是投靠的肩膀、交换的眼神，热烈而短暂的梦醒，无非是道无解的谜题。
77294463,时间转换器,https://www.douban.com/people/77294463/,要强的人,推荐,太痴情的人更容易受伤，所以没必要太在意某个人某件事。喜欢这个结局，或者说这个结局才是更真实的，因为相聚离别终有时，人和人之间差别太大了。
A13277037785,老史,https://www.douban.com/people/A13277037785/,要强的人,推荐,同志亦凡人
121363909,做到了才最开心,https://www.douban.com/people/121363909/,要强的人,较差,同性恋的爱情……看了一半，不有趣，不是我感兴趣的题材。
lawn,王阿胖™,https://www.douban.com/people/lawn/,要强的人,推荐,去南美看看吧
183755913,何伟,https://www.douban.com/people/183755913/,要强的人,还行,互相喜欢是多么难得的事情：对的时间遇到对的人，缘分就是凭天由命的安排，智利虽远却不陌生，人性相通，能一起无聊就是最大的幸福
qcgmj,天寒色青苍,https://www.douban.com/people/qcgmj/,要强的人,推荐,隔离第五天。种草智利。
142354533,铅笔后面有橡皮,https://www.douban.com/people/142354533/,要强的人,力荐,行路人无需担责。
shenhuax1,SXMika,https://www.douban.com/people/shenhuax1/,要强的人,推荐,"宁静惬意的海边小镇～没有网路和通讯设备～这该死的小甜美，这该死的小浪漫，还有夜色里眼中的花火～都是我向往的童话般世界！这美丽的离别都将成为我们前行，活着的最好证明。
"
lampard,Dean,https://www.douban.com/people/lampard/,要强的人,还行,风景真的很美，但是跟<上帝之国>怕是还有很大差距
145027072,糖醋烤鸭皮,https://www.douban.com/people/145027072/,要强的人,还行,70%怎么说呢，在过了那个浪潮之后，关于同性的电影就应该另辟蹊径了，你超越不了断背山，超越不了阿黛尔的生活，而这种朦朦胧胧的喜欢最后还是注定分开，guys，there are too many familiar movies，well我只能说审美疲劳了。拿不出别的亮点了，也不是这一部，都2020年了，谁跟谁相爱都没人拦着你们好嘛。
148922639,Loi Ka Hei,https://www.douban.com/people/148922639/,要强的人,还行,很优秀的命题作文。三次态度的转变伴随着三次战争show。浪漫和现实相互交织。情绪ups and downs。最后点题升华。
hellomartin,茂树,https://www.douban.com/people/hellomartin/,要强的人,推荐,是《请以你的名字呼唤我》的那种清淡，不同点是换了一种文化背景，恋爱双方的身份也没有那么布尔乔亚，但恋爱的历程都是顺水推舟的，至少没什么波折，一方的前男友小小掀起了一点风浪，又很快平息了，接下来是恋爱中的甜蜜，滚床单，去海边散步，讲一讲家族历史，加深对各自的了解，比《断臂山》话多一些，还发展了一点点支线，顺便用两个人的爱情抚平姐姐的爱情的危机，总之都是爱情中积极的面向，而爱情甚至甩掉了衰败的包袱，两个人最终的分开是物理的距离，一个人要去追梦，要去蒙特利尔读书。这样的离别，是心里的轻轻一叹，没有催泪的多余。想起前一阵看过的一句话，说，木星用气流创作了梵高式的天空，电影中创作智利的山川与雾的是太平洋吹来的海风吧，太美了。
1744630,草地滚狐,https://www.douban.com/people/1744630/,要强的人,还行,风景片～我还是不喜欢这种颜。
180807669,Monsieur  S,https://www.douban.com/people/180807669/,要强的人,还行,"6.9/10
不太好，我没太get到。
画面调色很有想法，光影也不错。喜欢他两人在小吃店门口黄色的光，以及在车里红色的光。景别也大都唯美。
很疑惑的是，一会儿手持摇晃出真实，一会儿静止镜头打光求唯美，这风格是不是有些拼凑痕迹啊？
再者对人物内心刻画太浮于表面了，这绝对是任何爱情电影的大忌。导演的表达欲溢出屏幕，但都是表面功夫，根本没有深入挖掘，所谓爱情不是几场吻戏、几场床戏、对视云云就能说清楚的。
电影节奏慢不是问题，相同题材《莫里斯》，《请以你的名字呼唤我》节奏都不快。格式化套路化也问题不大，讲好故事，抒发好感情一样出彩。怕就怕又细碎，又空洞；又缓慢，又平庸。
结尾加分，配乐加分。唉，电影不坏，就是差了口气。"
nianzi123456,碾子Lee,https://www.douban.com/people/nianzi123456/,要强的人,推荐,温柔且美好。只是两个人轨迹不同，没有在正确的时候遇到彼此。
144058532,冬河马,https://www.douban.com/people/144058532/,要强的人,力荐,好像绝大多数的时候，美好的遇见都是短暂的，而每见一面就好像是最后一面。灌木丛之吻、遗址之吻可能是这会被记录的高光时刻。结尾镜头扫过两个角色，两人各自红了的眼眶，更是让人心碎，这本来就是一段有终点的旅程，你不能往前，我也不能往前，大家各自相背而行。智利的湖光山色、公路风景也加分不少。
184277690,曾经那个少年,https://www.douban.com/people/184277690/,要强的人,还行,很甜，仅此而已。羡慕男同性恋遇见第一天就能睡了，至少电影都这么演。
cmj1994,布鲁克林有棵树,https://www.douban.com/people/cmj1994/,要强的人,还行,最后的歌曲真的加分。一言不合就亲亲…
Twinkle_Ho,Twinkle,https://www.douban.com/people/Twinkle_Ho/,要强的人,较差,风景不错，节奏太慢，剧情太无聊
1693422,张大水,https://www.douban.com/people/1693422/,要强的人,还行,同志电影里的爱情也类型化了
144675932,一二三,https://www.douban.com/people/144675932/,要强的人,推荐,我们曾相爱，想到就心酸。
jarfer,SHAN,https://www.douban.com/people/jarfer/,要强的人,推荐,记得小时候补习英语时态，“离开”这个词，是没有持续性的；老师会强调，这是个动作，不是个状态。所以一个人要么即将离开，要么正在离开，要么已经离开。而我这十年，就像卢卡斯，离开变成了一种持续性的状态：一直在离开。
moviemark,电影Mark,https://www.douban.com/people/moviemark/,要强的人,还行,同样的故事，在每一个地区，每一部电影上演。“日常”吧。
57523661,VincentP,https://www.douban.com/people/57523661/,要强的人,还行,其实剧情都是预料之中的，从相识就有点看对眼，再到一个小眼神开始试探，再到天雷勾动地火，再到因为未来而矛盾重重，再到无奈分别，中间再加点恐同、家庭等元素，如果能在合适的地方加点糖，就是几乎完美的普通同志片的套路了。也许是这样的剧情看的太多了，稍微有点审美疲劳，同志片的同质化严重也是一个问题了。不过片中南美的风景还是超级美，真的很想去智利南边看看了。
71060639,@-@,https://www.douban.com/people/71060639/,要强的人,推荐,一开始怎么也没看出谁要强，原来两个人都很要强，都想变成更强的自己。老奶奶说的，你得继续前进。果然姜还是老的辣。没错，在把自己变成更好的自己的路上没有尽头，也不会迁就谁。也许为了感情而止步不前的那个就真的输了。感情里谁都有自己的坚持，不要强迫，但也不是不爱了。
63422177,不老的李大爷耶,https://www.douban.com/people/63422177/,要强的人,推荐,又甜又虐，不断提醒着观众们爱情的美好和现实的无奈
